#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01000157v1_decoy	1	2878	0	0	0	0	0	0
chrUn_JTFH01000160v1_decoy	1	2866	0	0	0	0	0	0
chrUn_JTFH01000162v1_decoy	1	2864	0	0	0	0	0	0
chrUn_JTFH01000167v1_decoy	1	2824	0	0	0	0	0	0
chrUn_JTFH01000170v1_decoy	1	2809	0	0	0	0	0	0
chrUn_JTFH01000171v1_decoy	1	2802	0	0	0	0	0	0
chrUn_JTFH01000172v1_decoy	1	2791	0	0	0	0	0	0
chrUn_JTFH01000173v1_decoy	1	2783	0	0	0	0	0	0
chrUn_JTFH01000175v1_decoy	1	2777	0	0	0	0	0	0
chrUn_JTFH01000176v1_decoy	1	2770	0	0	0	0	0	0
chrUn_JTFH01000184v1_decoy	1	2726	0	0	0	0	0	0
chrUn_JTFH01000186v1_decoy	1	2715	0	0	0	0	0	0
chrUn_JTFH01000187v1_decoy	1	2708	0	0	0	0	0	0
chrUn_JTFH01000188v1_decoy	1	2704	0	0	0	0	0	0
chrUn_JTFH01000189v1_decoy	1	2692	0	0	0	0	0	0
chrUn_JTFH01000193v1_decoy	1	2677	0	0	0	0	0	0
chrUn_JTFH01000194v1_decoy	1	2668	0	0	0	0	0	0
chrUn_JTFH01000195v1_decoy	1	2668	0	0	0	0	0	0
chrUn_JTFH01000197v1_decoy	1	2655	0	0	0	0	0	0
chrUn_JTFH01000198v1_decoy	1	2644	0	0	0	0	0	0
chrUn_JTFH01000200v1_decoy	1	2632	0	0	0	0	0	0
chrUn_JTFH01000201v1_decoy	1	2632	0	0	0	0	0	0
chrUn_JTFH01000203v1_decoy	1	2623	0	0	0	0	0	0
chrUn_JTFH01000204v1_decoy	1	2622	0	0	0	0	0	0
chrUn_JTFH01000207v1_decoy	1	2603	0	0	0	0	0	0
chrUn_JTFH01000209v1_decoy	1	2598	0	0	0	0	0	0
chrUn_JTFH01000210v1_decoy	1	2597	0	0	0	0	0	0
chrUn_JTFH01000211v1_decoy	1	2596	0	0	0	0	0	0
chrUn_JTFH01000213v1_decoy	1	2586	0	0	0	0	0	0
chrUn_JTFH01000215v1_decoy	1	2583	0	0	0	0	0	0
chrUn_JTFH01000219v1_decoy	1	2551	0	0	0	0	0	0
chrUn_JTFH01000220v1_decoy	1	2548	0	0	0	0	0	0
chrUn_JTFH01000221v1_decoy	1	2548	0	0	0	0	0	0
chrUn_JTFH01000224v1_decoy	1	2534	0	0	0	0	0	0
chrUn_JTFH01000228v1_decoy	1	2515	0	0	0	0	0	0
chrUn_JTFH01000229v1_decoy	1	2513	0	0	0	0	0	0
chrUn_JTFH01000233v1_decoy	1	2471	0	0	0	0	0	0
chrUn_JTFH01000235v1_decoy	1	2464	0	0	0	0	0	0
chrUn_JTFH01000237v1_decoy	1	2457	0	0	0	0	0	0
chrUn_JTFH01000238v1_decoy	1	2450	0	0	0	0	0	0
chrUn_JTFH01000239v1_decoy	1	2435	0	0	0	0	0	0
chrUn_JTFH01000240v1_decoy	1	2434	0	0	0	0	0	0
chrUn_JTFH01000244v1_decoy	1	2420	0	0	0	0	0	0
chrUn_JTFH01000246v1_decoy	1	2404	0	0	0	0	0	0
chrUn_JTFH01000247v1_decoy	1	2403	0	0	0	0	0	0
chrUn_JTFH01000250v1_decoy	1	2395	0	0	0	0	0	0
chrUn_JTFH01000251v1_decoy	1	2394	0	0	0	0	0	0
chrUn_JTFH01000252v1_decoy	1	2388	0	0	0	0	0	0
chrUn_JTFH01000259v1_decoy	1	2348	0	0	0	0	0	0
chrUn_JTFH01000261v1_decoy	1	2335	0	0	0	0	0	0
chrUn_JTFH01000265v1_decoy	1	2323	0	0	0	0	0	0
chrUn_JTFH01000272v1_decoy	1	2279	0	0	0	0	0	0
chrUn_JTFH01000275v1_decoy	1	2262	0	0	0	0	0	0
chrUn_JTFH01000276v1_decoy	1	2254	0	0	0	0	0	0
chrUn_JTFH01000278v1_decoy	1	2245	0	0	0	0	0	0
chrUn_JTFH01000281v1_decoy	1	2220	0	0	0	0	0	0
chrUn_JTFH01000282v1_decoy	1	2218	0	0	0	0	0	0
chrUn_JTFH01000284v1_decoy	1	2213	0	0	0	0	0	0
chrUn_JTFH01000286v1_decoy	1	2200	0	0	0	0	0	0
chrUn_JTFH01000289v1_decoy	1	2183	0	0	0	0	0	0
chrUn_JTFH01000290v1_decoy	1	2179	0	0	0	0	0	0
chrUn_JTFH01000293v1_decoy	1	2177	0	0	0	0	0	0
chrUn_JTFH01000294v1_decoy	1	2168	0	0	0	0	0	0
chrUn_JTFH01000296v1_decoy	1	2155	0	0	0	0	0	0
chrUn_JTFH01000300v1_decoy	1	2134	0	0	0	0	0	0
chrUn_JTFH01000301v1_decoy	1	2129	0	0	0	0	0	0
chrUn_JTFH01000303v1_decoy	1	2125	0	0	0	0	0	0
chrUn_JTFH01000304v1_decoy	1	2125	0	0	0	0	0	0
chrUn_JTFH01000309v1_decoy	1	2093	0	0	0	0	0	0
chrUn_JTFH01000310v1_decoy	1	2088	0	0	0	0	0	0
chrUn_JTFH01000311v1_decoy	1	2086	0	0	0	0	0	0
chrUn_JTFH01000312v1_decoy	1	2086	0	0	0	0	0	0
chrUn_JTFH01000313v1_decoy	1	2084	0	0	0	0	0	0
chrUn_JTFH01000314v1_decoy	1	2080	0	0	0	0	0	0
chrUn_JTFH01000316v1_decoy	1	2076	0	0	0	0	0	0
chrUn_JTFH01000318v1_decoy	1	2066	0	0	0	0	0	0
chrUn_JTFH01000319v1_decoy	1	2061	0	0	0	0	0	0
chrUn_JTFH01000320v1_decoy	1	2055	0	0	0	0	0	0
chrUn_JTFH01000321v1_decoy	1	2053	0	0	0	0	0	0
chrUn_JTFH01000322v1_decoy	1	2040	0	0	0	0	0	0
chrUn_JTFH01000327v1_decoy	1	2029	0	0	0	0	0	0
chrUn_JTFH01000328v1_decoy	1	2025	0	0	0	0	0	0
chrUn_JTFH01000330v1_decoy	1	2018	0	0	0	0	0	0
chrUn_JTFH01000331v1_decoy	1	2015	0	0	0	0	0	0
chrUn_JTFH01000332v1_decoy	1	2009	0	0	0	0	0	0
chrUn_JTFH01000333v1_decoy	1	2007	0	0	0	0	0	0
chrUn_JTFH01000335v1_decoy	1	2003	0	0	0	0	0	0
chrUn_JTFH01000337v1_decoy	1	2001	0	0	0	0	0	0
chrUn_JTFH01000338v1_decoy	1	2000	0	0	0	0	0	0
chrUn_JTFH01000341v1_decoy	1	1985	0	0	0	0	0	0
chrUn_JTFH01000342v1_decoy	1	1981	0	0	0	0	0	0
chrUn_JTFH01000344v1_decoy	1	1971	0	0	0	0	0	0
chrUn_JTFH01000348v1_decoy	1	1960	0	0	0	0	0	0
chrUn_JTFH01000350v1_decoy	1	1954	0	0	0	0	0	0
chrUn_JTFH01000352v1_decoy	1	1947	0	0	0	0	0	0
chrUn_JTFH01000353v1_decoy	1	1944	0	0	0	0	0	0
chrUn_JTFH01000355v1_decoy	1	1941	0	0	0	0	0	0
chrUn_JTFH01000356v1_decoy	1	1937	0	0	0	0	0	0
chrUn_JTFH01000359v1_decoy	1	1924	0	0	0	0	0	0
chrUn_JTFH01000360v1_decoy	1	1924	0	0	0	0	0	0
chrUn_JTFH01000362v1_decoy	1	1921	0	0	0	0	0	0
chrUn_JTFH01000363v1_decoy	1	1918	0	0	0	0	0	0
chrUn_JTFH01000364v1_decoy	1	1915	0	0	0	0	0	0
chrUn_JTFH01000365v1_decoy	1	1915	0	0	0	0	0	0
chrUn_JTFH01000366v1_decoy	1	1914	0	0	0	0	0	0
chrUn_JTFH01000367v1_decoy	1	1912	0	0	0	0	0	0
chrUn_JTFH01000368v1_decoy	1	1910	0	0	0	0	0	0
chrUn_JTFH01000369v1_decoy	1	1907	0	0	0	0	0	0
chrUn_JTFH01000370v1_decoy	1	1904	0	0	0	0	0	0
chrUn_JTFH01000371v1_decoy	1	1897	0	0	0	0	0	0
chrUn_JTFH01000372v1_decoy	1	1891	0	0	0	0	0	0
chrUn_JTFH01000373v1_decoy	1	1890	0	0	0	0	0	0
chrUn_JTFH01000374v1_decoy	1	1888	0	0	0	0	0	0
chrUn_JTFH01000375v1_decoy	1	1888	0	0	0	0	0	0
chrUn_JTFH01000376v1_decoy	1	1885	0	0	0	0	0	0
chrUn_JTFH01000377v1_decoy	1	1881	0	0	0	0	0	0
chrUn_JTFH01000379v1_decoy	1	1877	0	0	0	0	0	0
chrUn_JTFH01000381v1_decoy	1	1876	0	0	0	0	0	0
chrUn_JTFH01000382v1_decoy	1	1874	0	0	0	0	0	0
chrUn_JTFH01000385v1_decoy	1	1866	0	0	0	0	0	0
chrUn_JTFH01000386v1_decoy	1	1865	0	0	0	0	0	0
chrUn_JTFH01000387v1_decoy	1	1865	0	0	0	0	0	0
chrUn_JTFH01000388v1_decoy	1	1865	0	0	0	0	0	0
chrUn_JTFH01000389v1_decoy	1	1862	0	0	0	0	0	0
chrUn_JTFH01000390v1_decoy	1	1862	0	0	0	0	0	0
chrUn_JTFH01000391v1_decoy	1	1859	0	0	0	0	0	0
chrUn_JTFH01000392v1_decoy	1	1856	0	0	0	0	0	0
chrUn_JTFH01000393v1_decoy	1	1856	0	0	0	0	0	0
chrUn_JTFH01000397v1_decoy	1	1849	0	0	0	0	0	0
chrUn_JTFH01000398v1_decoy	1	1847	0	0	0	0	0	0
chrUn_JTFH01000399v1_decoy	1	1839	0	0	0	0	0	0
chrUn_JTFH01000400v1_decoy	1	1834	0	0	0	0	0	0
chrUn_JTFH01000403v1_decoy	1	1811	0	0	0	0	0	0
chrUn_JTFH01000404v1_decoy	1	1808	0	0	0	0	0	0
chrUn_JTFH01000406v1_decoy	1	1807	0	0	0	0	0	0
chrUn_JTFH01000408v1_decoy	1	1802	0	0	0	0	0	0
chrUn_JTFH01000413v1_decoy	1	1792	0	0	0	0	0	0
chrUn_JTFH01000414v1_decoy	1	1788	0	0	0	0	0	0
chrUn_JTFH01000415v1_decoy	1	1786	0	0	0	0	0	0
chrUn_JTFH01000416v1_decoy	1	1782	0	0	0	0	0	0
chrUn_JTFH01000421v1_decoy	1	1777	0	0	0	0	0	0
chrUn_JTFH01000422v1_decoy	1	1764	0	0	0	0	0	0
chrUn_JTFH01000428v1_decoy	1	1745	0	0	0	0	0	0
chrUn_JTFH01000431v1_decoy	1	1740	0	0	0	0	0	0
chrUn_JTFH01000432v1_decoy	1	1740	0	0	0	0	0	0
chrUn_JTFH01000433v1_decoy	1	1736	0	0	0	0	0	0
chrUn_JTFH01000435v1_decoy	1	1732	0	0	0	0	0	0
chrUn_JTFH01000436v1_decoy	1	1732	0	0	0	0	0	0
chrUn_JTFH01000438v1_decoy	1	1727	0	0	0	0	0	0
chrUn_JTFH01000439v1_decoy	1	1722	0	0	0	0	0	0
chrUn_JTFH01000440v1_decoy	1	1718	0	0	0	0	0	0
chrUn_JTFH01000441v1_decoy	1	1716	0	0	0	0	0	0
chrUn_JTFH01000442v1_decoy	1	1710	0	0	0	0	0	0
chrUn_JTFH01000444v1_decoy	1	1707	0	0	0	0	0	0
chrUn_JTFH01000445v1_decoy	1	1706	0	0	0	0	0	0
chrUn_JTFH01000446v1_decoy	1	1705	0	0	0	0	0	0
chrUn_JTFH01000448v1_decoy	1	1699	0	0	0	0	0	0
chrUn_JTFH01000452v1_decoy	1	1695	0	0	0	0	0	0
chrUn_JTFH01000453v1_decoy	1	1695	0	0	0	0	0	0
chrUn_JTFH01000455v1_decoy	1	1687	0	0	0	0	0	0
chrUn_JTFH01000456v1_decoy	1	1686	0	0	0	0	0	0
chrUn_JTFH01000457v1_decoy	1	1680	0	0	0	0	0	0
chrUn_JTFH01000459v1_decoy	1	1679	0	0	0	0	0	0
chrUn_JTFH01000462v1_decoy	1	1674	0	0	0	0	0	0
chrUn_JTFH01000463v1_decoy	1	1671	0	0	0	0	0	0
chrUn_JTFH01000464v1_decoy	1	1669	0	0	0	0	0	0
chrUn_JTFH01000465v1_decoy	1	1665	0	0	0	0	0	0
chrUn_JTFH01000467v1_decoy	1	1657	0	0	0	0	0	0
chrUn_JTFH01000468v1_decoy	1	1653	0	0	0	0	0	0
chrUn_JTFH01000469v1_decoy	1	1652	0	0	0	0	0	0
chrUn_JTFH01000471v1_decoy	1	1649	0	0	0	0	0	0
chrUn_JTFH01000472v1_decoy	1	1649	0	0	0	0	0	0
chrUn_JTFH01000473v1_decoy	1	1640	0	0	0	0	0	0
chrUn_JTFH01000474v1_decoy	1	1638	0	0	0	0	0	0
chrUn_JTFH01000475v1_decoy	1	1636	0	0	0	0	0	0
chrUn_JTFH01000477v1_decoy	1	1631	0	0	0	0	0	0
chrUn_JTFH01000478v1_decoy	1	1630	0	0	0	0	0	0
chrUn_JTFH01000479v1_decoy	1	1627	0	0	0	0	0	0
chrUn_JTFH01000481v1_decoy	1	1617	0	0	0	0	0	0
chrUn_JTFH01000482v1_decoy	1	1616	0	0	0	0	0	0
chrUn_JTFH01000483v1_decoy	1	1615	0	0	0	0	0	0
chrUn_JTFH01000484v1_decoy	1	1611	0	0	0	0	0	0
chrUn_JTFH01000485v1_decoy	1	1611	0	0	0	0	0	0
chrUn_JTFH01000487v1_decoy	1	1605	0	0	0	0	0	0
chrUn_JTFH01000488v1_decoy	1	1605	0	0	0	0	0	0
chrUn_JTFH01000490v1_decoy	1	1598	0	0	0	0	0	0
chrUn_JTFH01000491v1_decoy	1	1598	0	0	0	0	0	0
chrUn_JTFH01000493v1_decoy	1	1596	0	0	0	0	0	0
chrUn_JTFH01000494v1_decoy	1	1595	0	0	0	0	0	0
chrUn_JTFH01000495v1_decoy	1	1592	0	0	0	0	0	0
chrUn_JTFH01000496v1_decoy	1	1589	0	0	0	0	0	0
chrUn_JTFH01000497v1_decoy	1	1585	0	0	0	0	0	0
chrUn_JTFH01000498v1_decoy	1	1579	0	0	0	0	0	0
chrUn_JTFH01000500v1_decoy	1	1577	0	0	0	0	0	0
chrUn_JTFH01000501v1_decoy	1	1577	0	0	0	0	0	0
chrUn_JTFH01000502v1_decoy	1	1577	0	0	0	0	0	0
chrUn_JTFH01000503v1_decoy	1	1576	0	0	0	0	0	0
chrUn_JTFH01000504v1_decoy	1	1575	0	0	0	0	0	0
chrUn_JTFH01000507v1_decoy	1	1571	0	0	0	0	0	0
chrUn_JTFH01000508v1_decoy	1	1563	0	0	0	0	0	0
chrUn_JTFH01000509v1_decoy	1	1561	0	0	0	0	0	0
chrUn_JTFH01000514v1_decoy	1	1552	0	0	0	0	0	0
chrUn_JTFH01000515v1_decoy	1	1548	0	0	0	0	0	0
chrUn_JTFH01000516v1_decoy	1	1546	0	0	0	0	0	0
chrUn_JTFH01000517v1_decoy	1	1541	0	0	0	0	0	0
chrUn_JTFH01000518v1_decoy	1	1536	0	0	0	0	0	0
chrUn_JTFH01000519v1_decoy	1	1533	0	0	0	0	0	0
chrUn_JTFH01000520v1_decoy	1	1532	0	0	0	0	0	0
chrUn_JTFH01000521v1_decoy	1	1532	0	0	0	0	0	0
chrUn_JTFH01000522v1_decoy	1	1530	0	0	0	0	0	0
chrUn_JTFH01000524v1_decoy	1	1526	0	0	0	0	0	0
chrUn_JTFH01000525v1_decoy	1	1524	0	0	0	0	0	0
chrUn_JTFH01000527v1_decoy	1	1523	0	0	0	0	0	0
chrUn_JTFH01000528v1_decoy	1	1522	0	0	0	0	0	0
chrUn_JTFH01000529v1_decoy	1	1522	0	0	0	0	0	0
chrUn_JTFH01000530v1_decoy	1	1519	0	0	0	0	0	0
chrUn_JTFH01000531v1_decoy	1	1513	0	0	0	0	0	0
chrUn_JTFH01000532v1_decoy	1	1508	0	0	0	0	0	0
chrUn_JTFH01000533v1_decoy	1	1508	0	0	0	0	0	0
chrUn_JTFH01000534v1_decoy	1	1505	0	0	0	0	0	0
chrUn_JTFH01000535v1_decoy	1	1503	0	0	0	0	0	0
chrUn_JTFH01000537v1_decoy	1	1491	0	0	0	0	0	0
chrUn_JTFH01000538v1_decoy	1	1490	0	0	0	0	0	0
chrUn_JTFH01000544v1_decoy	1	1483	0	0	0	0	0	0
chrUn_JTFH01000545v1_decoy	1	1479	0	0	0	0	0	0
chrUn_JTFH01000546v1_decoy	1	1479	0	0	0	0	0	0
chrUn_JTFH01000547v1_decoy	1	1476	0	0	0	0	0	0
chrUn_JTFH01000549v1_decoy	1	1472	0	0	0	0	0	0
chrUn_JTFH01000551v1_decoy	1	1468	0	0	0	0	0	0
chrUn_JTFH01000552v1_decoy	1	1467	0	0	0	0	0	0
chrUn_JTFH01000555v1_decoy	1	1463	0	0	0	0	0	0
chrUn_JTFH01000556v1_decoy	1	1463	0	0	0	0	0	0
chrUn_JTFH01000558v1_decoy	1	1459	0	0	0	0	0	0
chrUn_JTFH01000560v1_decoy	1	1458	0	0	0	0	0	0
chrUn_JTFH01000562v1_decoy	1	1449	0	0	0	0	0	0
chrUn_JTFH01000563v1_decoy	1	1449	0	0	0	0	0	0
chrUn_JTFH01000565v1_decoy	1	1446	0	0	0	0	0	0
chrUn_JTFH01000566v1_decoy	1	1442	0	0	0	0	0	0
chrUn_JTFH01000567v1_decoy	1	1441	0	0	0	0	0	0
chrUn_JTFH01000568v1_decoy	1	1440	0	0	0	0	0	0
chrUn_JTFH01000570v1_decoy	1	1437	0	0	0	0	0	0
chrUn_JTFH01000571v1_decoy	1	1436	0	0	0	0	0	0
chrUn_JTFH01000573v1_decoy	1	1429	0	0	0	0	0	0
chrUn_JTFH01000574v1_decoy	1	1427	0	0	0	0	0	0
chrUn_JTFH01000575v1_decoy	1	1426	0	0	0	0	0	0
chrUn_JTFH01000576v1_decoy	1	1425	0	0	0	0	0	0
chrUn_JTFH01000577v1_decoy	1	1424	0	0	0	0	0	0
chrUn_JTFH01000578v1_decoy	1	1424	0	0	0	0	0	0
chrUn_JTFH01000579v1_decoy	1	1423	0	0	0	0	0	0
chrUn_JTFH01000580v1_decoy	1	1423	0	0	0	0	0	0
chrUn_JTFH01000581v1_decoy	1	1423	0	0	0	0	0	0
chrUn_JTFH01000582v1_decoy	1	1414	0	0	0	0	0	0
chrUn_JTFH01000583v1_decoy	1	1414	0	0	0	0	0	0
chrUn_JTFH01000584v1_decoy	1	1413	0	0	0	0	0	0
chrUn_JTFH01000586v1_decoy	1	1410	0	0	0	0	0	0
chrUn_JTFH01000587v1_decoy	1	1409	0	0	0	0	0	0
chrUn_JTFH01000588v1_decoy	1	1409	0	0	0	0	0	0
chrUn_JTFH01000590v1_decoy	1	1405	0	0	0	0	0	0
chrUn_JTFH01000591v1_decoy	1	1405	0	0	0	0	0	0
chrUn_JTFH01000592v1_decoy	1	1404	0	0	0	0	0	0
chrUn_JTFH01000593v1_decoy	1	1404	0	0	0	0	0	0
chrUn_JTFH01000597v1_decoy	1	1402	0	0	0	0	0	0
chrUn_JTFH01000599v1_decoy	1	1398	0	0	0	0	0	0
chrUn_JTFH01000601v1_decoy	1	1395	0	0	0	0	0	0
chrUn_JTFH01000603v1_decoy	1	1393	0	0	0	0	0	0
chrUn_JTFH01000604v1_decoy	1	1391	0	0	0	0	0	0
chrUn_JTFH01000605v1_decoy	1	1389	0	0	0	0	0	0
chrUn_JTFH01000607v1_decoy	1	1388	0	0	0	0	0	0
chrUn_JTFH01000608v1_decoy	1	1387	0	0	0	0	0	0
chrUn_JTFH01000611v1_decoy	1	1381	0	0	0	0	0	0
chrUn_JTFH01000613v1_decoy	1	1377	0	0	0	0	0	0
chrUn_JTFH01000614v1_decoy	1	1376	0	0	0	0	0	0
chrUn_JTFH01000615v1_decoy	1	1376	0	0	0	0	0	0
chrUn_JTFH01000616v1_decoy	1	1375	0	0	0	0	0	0
chrUn_JTFH01000620v1_decoy	1	1370	0	0	0	0	0	0
chrUn_JTFH01000621v1_decoy	1	1370	0	0	0	0	0	0
chrUn_JTFH01000622v1_decoy	1	1366	0	0	0	0	0	0
chrUn_JTFH01000623v1_decoy	1	1363	0	0	0	0	0	0
chrUn_JTFH01000624v1_decoy	1	1360	0	0	0	0	0	0
chrUn_JTFH01000625v1_decoy	1	1356	0	0	0	0	0	0
chrUn_JTFH01000627v1_decoy	1	1355	0	0	0	0	0	0
chrUn_JTFH01000630v1_decoy	1	1344	0	0	0	0	0	0
chrUn_JTFH01000631v1_decoy	1	1344	0	0	0	0	0	0
chrUn_JTFH01000632v1_decoy	1	1342	0	0	0	0	0	0
chrUn_JTFH01000633v1_decoy	1	1342	0	0	0	0	0	0
chrUn_JTFH01000634v1_decoy	1	1336	0	0	0	0	0	0
chrUn_JTFH01000635v1_decoy	1	1334	0	0	0	0	0	0
chrUn_JTFH01000636v1_decoy	1	1334	0	0	0	0	0	0
chrUn_JTFH01000639v1_decoy	1	1328	0	0	0	0	0	0
chrUn_JTFH01000640v1_decoy	1	1328	0	0	0	0	0	0
chrUn_JTFH01000642v1_decoy	1	1327	0	0	0	0	0	0
chrUn_JTFH01000643v1_decoy	1	1325	0	0	0	0	0	0
chrUn_JTFH01000644v1_decoy	1	1322	0	0	0	0	0	0
chrUn_JTFH01000647v1_decoy	1	1318	0	0	0	0	0	0
chrUn_JTFH01000648v1_decoy	1	1315	0	0	0	0	0	0
chrUn_JTFH01000649v1_decoy	1	1314	0	0	0	0	0	0
chrUn_JTFH01000650v1_decoy	1	1313	0	0	0	0	0	0
chrUn_JTFH01000652v1_decoy	1	1312	0	0	0	0	0	0
chrUn_JTFH01000654v1_decoy	1	1309	0	0	0	0	0	0
chrUn_JTFH01000655v1_decoy	1	1309	0	0	0	0	0	0
chrUn_JTFH01000656v1_decoy	1	1307	0	0	0	0	0	0
chrUn_JTFH01000657v1_decoy	1	1307	0	0	0	0	0	0
chrUn_JTFH01000658v1_decoy	1	1305	0	0	0	0	0	0
chrUn_JTFH01000659v1_decoy	1	1304	0	0	0	0	0	0
chrUn_JTFH01000661v1_decoy	1	1302	0	0	0	0	0	0
chrUn_JTFH01000662v1_decoy	1	1302	0	0	0	0	0	0
chrUn_JTFH01000663v1_decoy	1	1301	0	0	0	0	0	0
chrUn_JTFH01000664v1_decoy	1	1301	0	0	0	0	0	0
chrUn_JTFH01000669v1_decoy	1	1294	0	0	0	0	0	0
chrUn_JTFH01000670v1_decoy	1	1293	0	0	0	0	0	0
chrUn_JTFH01000671v1_decoy	1	1291	0	0	0	0	0	0
chrUn_JTFH01000673v1_decoy	1	1289	0	0	0	0	0	0
chrUn_JTFH01000674v1_decoy	1	1288	0	0	0	0	0	0
chrUn_JTFH01000675v1_decoy	1	1288	0	0	0	0	0	0
chrUn_JTFH01000676v1_decoy	1	1287	0	0	0	0	0	0
chrUn_JTFH01000678v1_decoy	1	1287	0	0	0	0	0	0
chrUn_JTFH01000679v1_decoy	1	1286	0	0	0	0	0	0
chrUn_JTFH01000680v1_decoy	1	1283	0	0	0	0	0	0
chrUn_JTFH01000681v1_decoy	1	1281	0	0	0	0	0	0
chrUn_JTFH01000682v1_decoy	1	1277	0	0	0	0	0	0
chrUn_JTFH01000683v1_decoy	1	1274	0	0	0	0	0	0
chrUn_JTFH01000684v1_decoy	1	1270	0	0	0	0	0	0
chrUn_JTFH01000685v1_decoy	1	1267	0	0	0	0	0	0
chrUn_JTFH01000686v1_decoy	1	1266	0	0	0	0	0	0
chrUn_JTFH01000687v1_decoy	1	1260	0	0	0	0	0	0
chrUn_JTFH01000688v1_decoy	1	1259	0	0	0	0	0	0
chrUn_JTFH01000689v1_decoy	1	1258	0	0	0	0	0	0
chrUn_JTFH01000690v1_decoy	1	1258	0	0	0	0	0	0
chrUn_JTFH01000691v1_decoy	1	1258	0	0	0	0	0	0
chrUn_JTFH01000692v1_decoy	1	1256	0	0	0	0	0	0
chrUn_JTFH01000693v1_decoy	1	1255	0	0	0	0	0	0
chrUn_JTFH01000695v1_decoy	1	1254	0	0	0	0	0	0
chrUn_JTFH01000696v1_decoy	1	1253	0	0	0	0	0	0
chrUn_JTFH01000697v1_decoy	1	1250	0	0	0	0	0	0
chrUn_JTFH01000698v1_decoy	1	1249	0	0	0	0	0	0
chrUn_JTFH01000699v1_decoy	1	1248	0	0	0	0	0	0
chrUn_JTFH01000700v1_decoy	1	1248	0	0	0	0	0	0
chrUn_JTFH01000701v1_decoy	1	1247	0	0	0	0	0	0
chrUn_JTFH01000702v1_decoy	1	1242	0	0	0	0	0	0
chrUn_JTFH01000703v1_decoy	1	1242	0	0	0	0	0	0
chrUn_JTFH01000705v1_decoy	1	1241	0	0	0	0	0	0
chrUn_JTFH01000706v1_decoy	1	1241	0	0	0	0	0	0
chrUn_JTFH01000708v1_decoy	1	1238	0	0	0	0	0	0
chrUn_JTFH01000709v1_decoy	1	1237	0	0	0	0	0	0
chrUn_JTFH01000710v1_decoy	1	1236	0	0	0	0	0	0
chrUn_JTFH01000711v1_decoy	1	1235	0	0	0	0	0	0
chrUn_JTFH01000713v1_decoy	1	1234	0	0	0	0	0	0
chrUn_JTFH01000714v1_decoy	1	1234	0	0	0	0	0	0
chrUn_JTFH01000715v1_decoy	1	1233	0	0	0	0	0	0
chrUn_JTFH01000716v1_decoy	1	1232	0	0	0	0	0	0
chrUn_JTFH01000718v1_decoy	1	1231	0	0	0	0	0	0
chrUn_JTFH01000719v1_decoy	1	1230	0	0	0	0	0	0
chrUn_JTFH01000721v1_decoy	1	1227	0	0	0	0	0	0
chrUn_JTFH01000724v1_decoy	1	1224	0	0	0	0	0	0
chrUn_JTFH01000725v1_decoy	1	1224	0	0	0	0	0	0
chrUn_JTFH01000726v1_decoy	1	1220	0	0	0	0	0	0
chrUn_JTFH01000727v1_decoy	1	1220	0	0	0	0	0	0
chrUn_JTFH01000728v1_decoy	1	1219	0	0	0	0	0	0
chrUn_JTFH01000729v1_decoy	1	1217	0	0	0	0	0	0
chrUn_JTFH01000731v1_decoy	1	1215	0	0	0	0	0	0
chrUn_JTFH01000733v1_decoy	1	1214	0	0	0	0	0	0
chrUn_JTFH01000735v1_decoy	1	1213	0	0	0	0	0	0
chrUn_JTFH01000736v1_decoy	1	1212	0	0	0	0	0	0
chrUn_JTFH01000737v1_decoy	1	1209	0	0	0	0	0	0
chrUn_JTFH01000739v1_decoy	1	1207	0	0	0	0	0	0
chrUn_JTFH01000740v1_decoy	1	1207	0	0	0	0	0	0
chrUn_JTFH01000741v1_decoy	1	1207	0	0	0	0	0	0
chrUn_JTFH01000742v1_decoy	1	1206	0	0	0	0	0	0
chrUn_JTFH01000743v1_decoy	1	1206	0	0	0	0	0	0
chrUn_JTFH01000744v1_decoy	1	1205	0	0	0	0	0	0
chrUn_JTFH01000745v1_decoy	1	1205	0	0	0	0	0	0
chrUn_JTFH01000747v1_decoy	1	1204	0	0	0	0	0	0
chrUn_JTFH01000748v1_decoy	1	1204	0	0	0	0	0	0
chrUn_JTFH01000751v1_decoy	1	1201	0	0	0	0	0	0
chrUn_JTFH01000752v1_decoy	1	1200	0	0	0	0	0	0
chrUn_JTFH01000753v1_decoy	1	1200	0	0	0	0	0	0
chrUn_JTFH01000754v1_decoy	1	1199	0	0	0	0	0	0
chrUn_JTFH01000755v1_decoy	1	1198	0	0	0	0	0	0
chrUn_JTFH01000756v1_decoy	1	1197	0	0	0	0	0	0
chrUn_JTFH01000757v1_decoy	1	1196	0	0	0	0	0	0
chrUn_JTFH01000758v1_decoy	1	1195	0	0	0	0	0	0
chrUn_JTFH01000761v1_decoy	1	1191	0	0	0	0	0	0
chrUn_JTFH01000763v1_decoy	1	1186	0	0	0	0	0	0
chrUn_JTFH01000764v1_decoy	1	1186	0	0	0	0	0	0
chrUn_JTFH01000765v1_decoy	1	1184	0	0	0	0	0	0
chrUn_JTFH01000767v1_decoy	1	1183	0	0	0	0	0	0
chrUn_JTFH01000768v1_decoy	1	1182	0	0	0	0	0	0
